"cases_time_series__dailyconfirmed","cases_time_series__dailydeceased","cases_time_series__dailyrecovered","cases_time_series__date","cases_time_series__totalconfirmed","cases_time_series__totaldeceased","cases_time_series__totalrecovered","statewise__active","statewise__confirmed","statewise__deaths","statewise__deltaconfirmed","statewise__deltadeaths","statewise__deltarecovered","statewise__lastupdatedtime","statewise__migratedother","statewise__recovered","statewise__state","statewise__statecode","statewise__statenotes","tested__dailyrtpcrtests","tested__individualstestedperconfirmedcase","tested__positivecasesfromsamplesreported","tested__samplereportedtoday","tested__source","tested__source1","tested__source3","tested__testedasof","tested__testpositivityrate","tested__testsconductedbyprivatelabs","tested__testsperconfirmedcase","tested__testspermillion","tested__totalindividualstested","tested__totalpositivecases","tested__totalrtpcrtests","tested__totalsamplestested","tested__updatetimestamp"
"3602","91","1161","06 May ","53007","1785","15301","","","","","","","","","","","","","","","","154935","https://t.me/Covid19india_Auxiliary_Test_Data/490","","","15/06/2020","5.79%","","","4442","","","","5921069","16/06/2020 09:00:00"
"3344","104","1475","07 May ","56351","1889","16776","","","","","","","","","","","","","","","","163187","https://t.me/Covid19india_Auxiliary_Test_Data/509","","","16/06/2020","5.82%","","","4565","","","","6084256","17/06/2020 09:00:00"
"3339","97","1111","08 May ","59690","1986","17887","","","","","","","","","","","","","","","","165412","https://t.me/Covid19india_Auxiliary_Test_Data/525","","","17/06/2020","5.88%","","","4689","","","","6249668","18/06/2020 09:00:00"
"3175","115","1414","09 May ","62865","2101","19301","","","","","","","","","","","","","","","","176959","https://t.me/Covid19india_Auxiliary_Test_Data/543","","","18/06/2020","5.93%","","","4822","","","","6426627","19/06/2020 09:00:00"
"4311","112","1669","10 May ","67176","2213","20970","","","","","","","","","","","","","","","","189869","https://t.me/Covid19india_Auxiliary_Test_Data/562","","","19/06/2020","5.98%","","","4964","","","","6616496","20/06/2020 09:00:00"
"3592","81","1579","11 May ","70768","2294","22549","","","","","","","","","","","","","","","","190730","https://t.me/Covid19india_Auxiliary_Test_Data/577","","","20/06/2020","6.05%","","","5107","","","","6807226","21/06/2020 09:00:00"
"3562","120","1905","12 May ","74330","2414","24454","","","","","","","","","","","","","","","","143267","https://t.me/Covid19india_Auxiliary_Test_Data/594","https://twitter.com/ICMRDELHI/status/1274913260559577090?s=19","","21/06/2020","6.14%","","","5215","","","","6950493","22/06/2020 09:00:00"
"3726","137","1963","13 May ","78056","2551","26417","","","","","","","","","","","","","","","","187223","https://t.me/Covid19india_Auxiliary_Test_Data/610","https://twitter.com/ICMRDELHI/status/1275277617864699906?s=19","","22/06/2020","6.17%","","","5355","","","","7137716","23/06/2020 09:00:00"
"3991","97","1594","14 May ","82047","2648","28011","","","","","","","","","","","","","","","","215195","https://twitter.com/ICMRDELHI/status/1275632600481067008/photo/1","https://t.me/Covid19india_Auxiliary_Test_Data/628","","23/06/2020","6.20%","","","5516","","","","7352911","24/06/2020 09:00:00"
"3808","104","2234","15 May ","85855","2752","30245","","","","","","","","","","","","","","","","207871","https://twitter.com/ICMRDELHI/status/1275995927824588802","","","24/06/2020","6.26%","","","5672","","","","7560782","25/06/2020 09:00:00"
"4794","120","4012","16 May ","90649","2872","34257","","","","","","","","","","","","","","","","215446","https://twitter.com/ICMRDELHI/status/1276356899642859520","","","25/06/2020","6.32%","","","5834","","","","7776228","26/06/2020 09:00:00"
"5049","152","2538","17 May ","95698","3024","36795","","","","","","","","","","","","","","","","220479","https://twitter.com/ICMRDELHI/status/1276720050066452481","https://t.me/Covid19india_Auxiliary_Test_Data/686","","26/06/2020","6.37%","","","5999","","","","7996707","27/06/2020 09:00:00"
"4628","131","2482","18 May ","100326","3155","39277","","","","","","","","","","","","","","","","231095","https://twitter.com/ICMRDELHI/status/1277084645016797190","https://t.me/Covid19india_Auxiliary_Test_Data/712","","27/06/2020","6.44%","","","6173","","","","8227802","28/06/2020 09:00:00"
"6154","146","3032","19 May ","106480","3301","42309","","","","","","","","","","","","","","","","170560","https://twitter.com/ICMRDELHI/status/1277441381988921344","https://t.me/Covid19india_Auxiliary_Test_Data/740","","28/06/2020","6.54%","","","6301","","","","8398362","29/06/2020 09:00:00"
"5720","134","3113","20 May ","112200","3435","45422","","","","","","","","","","","","","","","","210292","https://twitter.com/ICMRDELHI/status/1277811671281446913","https://t.me/Covid19india_Auxiliary_Test_Data/774","","29/06/2020","6.59%","","","6459","","","","8608654","30/06/2020 09:00:00"
"6023","148","3131","21 May ","118223","3583","48553","","","","","","","","","","","","","","","","217931","https://twitter.com/ICMRDELHI/status/1278172186612609025","https://t.me/Covid19india_Auxiliary_Test_Data/804","","30/06/2020","6.64%","","","6622","","","","8826585","01/07/2020 09:00:00"
"6536","142","3280","22 May ","124759","3725","51833","","","","","","","","","","","","","","","","229588","https://twitter.com/ICMRDELHI/status/1278529927797551104","https://t.me/Covid19india_Auxiliary_Test_Data/830","","01/07/2020","6.68%","","","6794","","","","9056173","02/07/2020 09:00:00"
"6667","142","2576","23 May ","131424","3867","54409","","","","","","","","","","","","","","","","241576","https://twitter.com/ICMRDELHI/status/1278893457470222337","https://t.me/Covid19india_Auxiliary_Test_Data/866","","02/07/2020","6.75%","","","6976","","","","9297749","03/07/2020 09:00:00"
"7111","156","3285","24 May ","138537","4023","57694","","","","","","","","","","","","","","","","242383","https://twitter.com/ICMRDELHI/status/1279256992754790405","https://t.me/Covid19india_Auxiliary_Test_Data/882","","03/07/2020","6.81%","","","7157","","","","9540132","04/07/2020 09:00:00"
"6414","150","3012","25 May ","144951","4173","60706","","","","","","","","","","","","","","","","248934","https://twitter.com/ICMRDELHI/status/1279624025497427968","https://t.me/Covid19india_Auxiliary_Test_Data/920","","04/07/2020","6.88%","","","7344","","","","9789066","05/07/2020 09:00:00"
"5907","173","3585","26 May ","150858","4346","64291","","","","","","","","","","","","","","","","180596","https://twitter.com/ICMRDELHI/status/1279980092995694592","https://t.me/Covid19india_Auxiliary_Test_Data/946","","05/07/2020","7.00%","","","7480","","","","9969662","06/07/2020 09:00:00"
"7246","188","3434","27 May ","158104","4534","67725","","","","","","","","","","","","","","","","241430","https://twitter.com/ICMRDELHI/status/1280347767114629120","https://t.me/Covid19india_Auxiliary_Test_Data/975","","06/07/2020","7.05%","","","7661","","","","10211092","07/07/2020 09:00:00"
"7254","176","3171","28 May ","165358","4710","70896","","","","","","","","","","","","","","","","262679","https://twitter.com/ICMRDELHI/status/1280707600015749120","https://t.me/Covid19india_Auxiliary_Test_Data/1000","","07/07/2020","7.10%","","","7858","","","","10473771","08/07/2020 09:00:00"
"8138","269","11735","29 May ","173496","4979","82631","","","","","","","","","","","","","","","","267061","https://twitter.com/ICMRDELHI/status/1281068228542738432","https://t.me/Covid19india_Auxiliary_Test_Data/1022","","08/07/2020","7.16%","","","8058","","","","10740832","09/07/2020 09:00:00"
"8364","205","4303","30 May ","181860","5184","86934","","","","","","","","","","","","","","","","283659","https://twitter.com/ICMRDELHI/status/1281436467487629312","https://t.me/Covid19india_Auxiliary_Test_Data/1048","","09/07/2020","7.21%","","","8271","","","","11024491","10/07/2020 09:00:00"
"8789","222","4928","31 May ","190649","5406","91862","","","","","","","","","","","","","","","","282511","https://twitter.com/ICMRDELHI/status/1281794800195301376","https://t.me/Covid19india_Auxiliary_Test_Data/1066","","10/07/2020","7.28%","","","8483","","","","11307002","11/07/2020 09:00:00"
"7723","201","3882","01 June ","198372","5607","95744","","","","","","","","","","","","","","","","280151","https://twitter.com/ICMRDELHI/status/1282160902507130881","https://t.me/Covid19india_Auxiliary_Test_Data/1091","","11/07/2020","7.34%","","","8693","","","","11587153","12/07/2020 09:00:00"
"8812","222","4531","02 June ","207187","5829","100275","","","","","","","","","","","","","","","","219103","https://twitter.com/ICMRDELHI/status/1282518284718358528","https://t.me/Covid19india_Auxiliary_Test_Data/1108","","12/07/2020","7.45%","","","8858","","","","11806256","13/07/2020 09:00:00"
"9689","259","3789","03 June ","216876","6088","104064","","","","","","","","","","","","","","","","286247","https://twitter.com/ICMRDELHI/status/1282888590230319104","https://t.me/Covid19india_Auxiliary_Test_Data/1132","","13/07/2020","7.51%","","","9072","","","","12092503","14/07/2020 09:00:00"
"9847","274","4390","04 June ","226723","6362","108454","","","","","","","","","","","","","","","","320161","https://twitter.com/ICMRDELHI/status/1283242773781467136","https://t.me/Covid19india_Auxiliary_Test_Data/1159","","14/07/2020","7.55%","","","9313","","","","12412664","15/07/2020 09:00:00"
"9472","286","4770","05 June ","236195","6648","113224","","","","","","","","","","","","","","","","326826","https://twitter.com/ICMRDELHI/status/1283601928279080960/photo/1","https://t.me/Covid19india_Auxiliary_Test_Data/1177","","15/07/2020","7.62%","","","9558","","","","12739490","16/07/2020 09:00:00"
"10408","297","5433","06 June ","246603","6945","118657","","","","","","","","","","","","","","","","333228","https://twitter.com/ICMRDELHI/status/1283977904246845442","https://t.me/Covid19india_Auxiliary_Test_Data/1189","","16/07/2020","7.69%","","","9808","","","","13072718","17/07/2020 09:00:00"
"10882","261","5191","07 June ","257485","7206","123848","","","","","","","","","","","","","","","","361024","https://twitter.com/ICMRDELHI/status/1284329467804966912","https://t.me/Covid19india_Auxiliary_Test_Data/1208","","17/07/2020","7.75%","","","10079","","","","13433742","18/07/2020 09:00:00"
"8536","271","5171","08 June ","266021","7477","129019","","","","","","","","","","","","","","","","358127","https://twitter.com/ICMRDELHI/status/1284689929360928771","https://t.me/Covid19india_Auxiliary_Test_Data/1225","","18/07/2020","7.82%","","","10347","","","","13791869","19/07/2020 09:00:00"
"9981","272","5634","09 June ","276002","7749","134653","","","","","","","","","","","","","","","","256039","https://twitter.com/ICMRDELHI/status/1285050262583865355","https://t.me/Covid19india_Auxiliary_Test_Data/1236","","19/07/2020","7.96%","","","10539","","","","14047908","20/07/2020 09:00:00"
"11156","358","6275","10 June ","287158","8107","140928","","","","","","","","","","","","","","","","333395","https://twitter.com/ICMRDELHI/status/1285414282545393664","https://t.me/Covid19india_Auxiliary_Test_Data/1258","","20/07/2020","8.03%","","","10789","","","","14381303","21/07/2020 09:00:00"
"11135","394","6044","11 June ","298293","8501","146972","","","","","","","","","","","","","","","","343243","https://twitter.com/ICMRDELHI/status/1285783025494581249","https://t.me/Covid19india_Auxiliary_Test_Data/1284","","21/07/2020","8.11%","","","11047","","","","14724546","22/07/2020 09:00:00"
"11306","388","7263","12 June ","309599","8889","154235","","","","","","","","","","","","","","","","350823","https://twitter.com/ICMRDELHI/status/1286141514586836993","https://t.me/Covid19india_Auxiliary_Test_Data/1314","","22/07/2020","8.22%","","","11310","","","","15075369","23/07/2020 09:00:00"
"12039","309","8092","13 June ","321638","9198","162327","","","","","","","","","","","","","","","","352801","https://twitter.com/ICMRDELHI/status/1286510593147510785","https://t.me/Covid19india_Auxiliary_Test_Data/1342","","23/07/2020","8.35%","","","11575","","","","15428170","24/07/2020 09:00:00"
"11405","324","7358","14 June ","333043","9522","169685","","","","","","","","","","","","","","","","420898","https://twitter.com/ICMRDELHI/status/1286867899387281408","https://t.me/Covid19india_Auxiliary_Test_Data/1361","","24/07/2020","8.44%","","","11891","","","","15849068","25/07/2020 09:00:00"
"10032","396","10639","15 June ","343075","9918","180324","","","","","","","","","","","","","","","","442263","https://twitter.com/ICMRDELHI/status/1287231590263734273","https://t.me/Covid19india_Auxiliary_Test_Data/1375","","25/07/2020","8.51%","","","12222","","","","16291331","26/07/2020 09:00:00"
"11086","2004","7226","16 June ","354161","11922","187550","","","","","","","","","","","","","","","","515472","http://twitter.com/ICMRDELHI/status/1287592304845320192","https://t.me/Covid19india_Auxiliary_Test_Data/1397","","26/07/2020","8.54%","","","12609","","","","16806803","27/07/2020 09:00:00"
"13108","341","6890","17 June ","367269","12263","194440","","","","","","","","","","","","","","","","528082","https://twitter.com/ICMRDELHI/status/1287966108058677249","https://t.me/Covid19india_Auxiliary_Test_Data/1415","","27/07/2020","8.55%","","","13005","","","","17334885","28/07/2020 09:00:00"
"13829","343","10741","18 June ","381098","12606","205181","","","","","","","","","","","","","","","","408855","http://twitter.com/ICMRDELHI/status/1288314973576245249","https://t.me/Covid19india_Auxiliary_Test_Data/1427","","28/07/2020","8.63%","","","13312","","","","17743740","29/07/2020 09:00:00"
"14740","364","9029","19 June ","395838","12970","214210","","","","","","","","","","","","","","","","446642","http://twitter.com/ICMRDELHI/status/1288670449858048002","https://t.me/Covid19india_Auxiliary_Test_Data/1445","","29/07/2020","8.71%","","","13647","","","","18190382","30/07/2020 09:00:00"
"15918","308","13974","20 June ","411753","13278","228184","","","","","","","","","","","","","","","","642588","http://twitter.com/ICMRDELHI/status/1289043276205457410","https://t.me/Covid19india_Auxiliary_Test_Data/1464","","30/07/2020","8.71%","","","14129","","","","18832970","31/07/2020 09:00:00"
"15151","426","9075","21 June ","426904","13704","237259","","","","","","","","","","","","","","","","525689","https://twitter.com/ICMRDELHI/status/1289405341722001408?s=20)","https://t.me/Covid19india_Auxiliary_Test_Data/1478","","31/07/2020","8.77%","","","14524","","","","19358659","01/08/2020 09:00:00"
"13560","312","10879","22 June ","440464","14016","248138","","","","","","","","","","","","","","","","463172","https://twitter.com/ICMRDELHI/status/1289776921459359745","https://t.me/Covid19india_Auxiliary_Test_Data/1492","","01/08/2020","8.84%","","","14871","","","","19821831","02/08/2020 09:00:00"
"15656","468","10462","23 June ","456120","14484","258600","","","","","","","","","","","","","","","","381027","https://twitter.com/ICMRDELHI/status/1290136251295657986","https://t.me/Covid19india_Auxiliary_Test_Data/1508","","02/08/2020","8.93%","","","15157","","","","20202858","03/08/2020 09:00:00"
"16868","424","13089","24 June ","472988","14908","271689","","","","","","","","","","","","","","","","661892","http://twitter.com/ICMRDELHI/status/1290484131848024066","https://t.me/Covid19india_Auxiliary_Test_Data/1522","","03/08/2020","8.89%","","","15654","","","","20864750","04/08/2020 09:00:00"
"18205","401","13983","25 June ","491193","15309","285672","","","","","","","","","","","","","","","","619652","http://twitter.com/ICMRDELHI/status/1290849286985404417","https://t.me/Covid19india_Auxiliary_Test_Data/1540","","04/08/2020","8.87%","","","16119","","","","21484402","05/08/2020 09:00:00"
"18255","381","10246","26 June ","509448","15690","295918","","","","","","","","","","","","","","","","664949","http://twitter.com/ICMRDELHI/status/1291210644855730176","https://t.me/Covid19india_Auxiliary_Test_Data/1560","","05/08/2020","8.86%","","","16617","","","","22149351","06/08/2020 09:00:00"
"20142","414","14229","27 June ","529590","16104","310147","","","","","","","","","","","","","","","","639042","http://twitter.com/ICMRDELHI/status/1291581826817908737","https://t.me/Covid19india_Auxiliary_Test_Data/1574","","06/08/2020","8.89%","","","17097","","","","22788393","07/08/2020 09:00:00"
"19610","384","11631","28 June ","549200","16488","321778","","","","","","","","","","","","","","","","598778","http://twitter.com/ICMRDELHI/status/1291945755314249731","https://t.me/Covid19india_Auxiliary_Test_Data/1596","","07/08/2020","8.92%","","","17546","","","","23387171","08/08/2020 09:00:00"
"18339","417","13497","29 June ","567539","16905","335275","","","","","","","","","","","","","","","","719364","http://twitter.com/ICMRDELHI/status/1292303919930945537","https://t.me/Covid19india_Auxiliary_Test_Data/1622","","08/08/2020","8.93%","","","18086","","","","24106535","09/08/2020 09:00:00"
"18256","506","12565","30 June ","585795","17411","347840","","","","","","","","","","","","","178394","","","477023","https://twitter.com/ICMRDELHI/status/1292671584549789696","https://t.me/Covid19india_Auxiliary_Test_Data/1642","https://t.me/Covid19india_Auxiliary_Test_Data/1889","09/08/2020","9.01%","","","18444","","","14377704","24583558","10/08/2020 09:00:00"
"19429","438","12064","01 July ","605224","17849","359904","","","","","","","","","","","","","365020","","","698290","http://twitter.com/ICMRDELHI/status/1293043854820519936","https://t.me/Covid19india_Auxiliary_Test_Data/1660","https://t.me/Covid19india_Auxiliary_Test_Data/1891","10/08/2020","8.97%","","","18968","","","14742724","25281848","11/08/2020 09:00:00"
"21947","378","19999","02 July ","627171","18227","379903","","","","","","","","","","","","","368344","","","733449","https://twitter.com/ICMRDELHI/status/1293400350183940096","https://t.me/Covid19india_Auxiliary_Test_Data/1677","https://t.me/Covid19india_Auxiliary_Test_Data/1891","11/08/2020","8.95%","","","19518","","","15111068","26015297","12/08/2020 09:00:00"
"22718","444","14417","03 July ","649889","18671","394320","","","","","","","","","","","","","392348","","","830391","https://twitter.com/ICMRDELHI/status/1293766272744697856?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/1692","https://t.me/Covid19india_Auxiliary_Test_Data/1891","12/08/2020","8.92%","","","20141","","","15503416","26845688","13/08/2020 09:00:00"
"24018","611","14746","04 July ","673907","19282","409066","","","","","","","","","","","","","410635","","","848728","http://twitter.com/ICMRDELHI/status/1294118346384797697","https://t.me/Covid19india_Auxiliary_Test_Data/1704","https://t.me/Covid19india_Auxiliary_Test_Data/1891","13/08/2020","8.88%","","","20778","","","15914051","27694416","14/08/2020 09:00:00"
"23942","421","15829","05 July ","697849","19703","424895","","","","","","","","","","","","","391987","","","868679","http://twitter.com/ICMRDELHI/status/1294485146712698880","https://t.me/Covid19india_Auxiliary_Test_Data/1724","https://t.me/Covid19india_Auxiliary_Test_Data/1891","14/08/2020","8.84%","","","21429","","","16306038","28563095","15/08/2020 09:00:00"
"22500","473","15315","06 July ","720349","20176","440210","","","","","","","","","","","","","262944","","","746608","http://twitter.com/ICMRDELHI/status/1294841110259326976","https://t.me/Covid19india_Auxiliary_Test_Data/1739","https://t.me/Covid19india_Auxiliary_Test_Data/1891","15/08/2020","8.83%","","","21989","","","16568982","29309703","16/08/2020 09:00:00"
"23147","479","16836","07 July ","743496","20655","457046","","","","","","","","","","","","","234952","","","731697","http://twitter.com/ICMRDELHI/status/1295198089125355521","https://t.me/Covid19india_Auxiliary_Test_Data/1752","","16/08/2020","8.81%","","","22538","","","16803934","30041400","17/08/2020 09:00:00"
"25561","492","19508","08 July ","769057","21147","476554","","","","","","","","","","","","","447058","","","899864","https://twitter.com/ICMRDELHI/status/1295561779540459520","https://t.me/Covid19india_Auxiliary_Test_Data/1771","https://t.me/Covid19india_Auxiliary_Test_Data/1894","17/08/2020","8.73%","","","23213","","","17250992","30941264","18/08/2020 09:00:00"
"25790","479","19408","09 July ","794847","21626","495962","","","","","","","","","","","","","438072","","","801518","http://twitter.com/ICMRDELHI/status/1295929066009182210","https://t.me/Covid19india_Auxiliary_Test_Data/1791","https://t.me/Covid19india_Auxiliary_Test_Data/1894","18/08/2020","8.72%","","","23815","","","17689064","31742782","19/08/2020 09:00:00"
"27762","520","20289","10 July ","822609","22146","516251","","","","","","","","","","","","","424438","","","918470","https://twitter.com/ICMRDELHI/status/1296296417372250113","https://t.me/Covid19india_Auxiliary_Test_Data/1804","https://t.me/Covid19india_Auxiliary_Test_Data/1894","19/08/2020","8.68%","","","24504","","","18113502","32661252","20/08/2020 09:00:00"
"27757","543","19981","11 July ","850366","22689","536232","","","","","","","","","","","","","423479","","","805985","http://twitter.com/ICMRDELHI/status/1296650359285243905","https://t.me/Covid19india_Auxiliary_Test_Data/1820","https://t.me/Covid19india_Auxiliary_Test_Data/1894","20/08/2020","8.68%","","","25109","","","18536981","33467237","21/08/2020 09:00:00"
"29106","500","18198","12 July ","879472","23189","554430","","","","","","","","","","","","","416067","","","1023836","http://twitter.com/ICMRDELHI/status/1297010234624315393","https://t.me/Covid19india_Auxiliary_Test_Data/1839","https://t.me/Covid19india_Auxiliary_Test_Data/1879","21/08/2020","8.62%","","","25877","","","18953048","34491073","22/08/2020 09:00:00"
"28178","541","17683","13 July ","907650","23730","572113","","","","","","","","","","","","","331560","","","801147","https://twitter.com/ICMRDELHI/status/1297387806818353152","https://t.me/Covid19india_Auxiliary_Test_Data/1862","https://t.me/Covid19india_Auxiliary_Test_Data/1881","22/08/2020","8.62%","","","26478","","","19284608","35292220","23/08/2020 09:00:00"
"29917","587","20977","14 July ","937567","24317","593090","","","","","","","","","","","","","256070","","","609917","https://twitter.com/ICMRDELHI/status/1297742879255719936?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/1874","https://t.me/Covid19india_Auxiliary_Test_Data/1875","23/08/2020","8.65%","","","26935","","","19540678","35902137","24/08/2020 09:00:00"
"32607","614","20646","15 July ","970174","24931","613736","","","","","","","","","","","","","458481","","","925383","https://twitter.com/ICMRDELHI/status/1298107913597153280?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/1904","https://t.me/Covid19india_Auxiliary_Test_Data/1902","24/08/2020","8.59%","","","27630","","","19999159","36827520","25/08/2020 09:00:00"
"35468","680","22867","16 July ","1005642","25611","636603","","","","","","","","","","","","","474795","","","823992","https://twitter.com/ICMRDELHI/status/1298463649770553344?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/1923","https://t.me/Covid19india_Auxiliary_Test_Data/1920","25/08/2020","8.58%","","","28248","","","20473954","37651512","26/08/2020 09:00:00"
"34820","676","17476","17 July ","1040462","26287","654079","","","","","","","","","","","","","473145","","","924998","https://twitter.com/ICMRDELHI/status/1298823131100938241?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/1944","https://t.me/Covid19india_Auxiliary_Test_Data/1941","26/08/2020","8.57%","","","28942","","","20947099","38576510","27/08/2020 09:00:00"
"37411","543","23583","18 July ","1077873","26830","677662","","","","","","","","","","","","","458987","","","901338","https://twitter.com/ICMRDELHI/status/1299192086776786944?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/1964","https://t.me/Covid19india_Auxiliary_Test_Data/1961","27/08/2020","8.57%","","","29618","","","21406086","39477848","28/08/2020 09:00:00"
"40235","675","22730","19 July ","1118108","27505","700392","","","","","","","","","","","","","450468","","","928761","https://twitter.com/ICMRDELHI/status/1299572890631770112?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/1985","https://t.me/Covid19india_Auxiliary_Test_Data/1982","28/08/2020","8.57%","","","30315","","","21856554","40406609","29/08/2020 09:00:00"
"36806","596","24303","20 July ","1154914","28101","724695","","","","","","","","","","","","","431191","","","1055027","http://twitter.com/ICMRDELHI/status/1299912932717813761","https://t.me/Covid19india_Auxiliary_Test_Data/2002","https://t.me/Covid19india_Auxiliary_Test_Data/2004?single","29/08/2020","8.54%","","","31106","","","22287745","41461636","30/08/2020 09:00:00"
"39170","671","27589","21 July ","1194084","28772","752284","","","","","","","","","","","","","257124","","","846278","https://twitter.com/ICMRDELHI/status/1300277342275690497?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/2038","https://t.me/Covid19india_Auxiliary_Test_Data/2036","30/08/2020","8.55%","","","31741","","","22544869","42307914","31/08/2020 09:00:00"
"45601","1130","31875","22 July ","1239685","29902","784159","","","","","","","","","","","","","481071","","","1016920","https://twitter.com/ICMRDELHI/status/1300631123190374403?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/2058","https://t.me/Covid19india_Auxiliary_Test_Data/2050","31/08/2020","8.51%","","","32504","","","23025940","43324834","01/09/2020 09:00:00"
"48443","755","33326","23 July ","1288128","30657","817485","","","","","","","","","","","","","460496","","","1012367","https://twitter.com/ICMRDELHI/status/1300994754692358144?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/2080","https://t.me/Covid19india_Auxiliary_Test_Data/2078","01/09/2020","8.49%","","","33264","","","23486436","44337201","02/09/2020 09:00:00"
"48888","763","32514","24 July ","1337016","31420","849999","","","","","","","","","","","","","447027","","","1172179","https://twitter.com/ICMRDELHI/status/1301358861308157953?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/2107","https://t.me/Covid19india_Auxiliary_Test_Data/2104","02/09/2020","8.46%","","","34143","","","23933463","45509380","03/09/2020 09:00:00"
"50072","703","37125","25 July ","1387088","32123","887124","","","","","","","","","","","","","452079","","","1169765","https://twitter.com/ICMRDELHI/status/1301719643657175040?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/2132","https://t.me/Covid19india_Auxiliary_Test_Data/2130","03/09/2020","8.43%","","","35021","","","24385542","46679145","04/09/2020 09:00:00"
"48932","704","31512","26 July ","1436020","32827","918636","","","","","","","","","","","","","466152","","","1059346","https://twitter.com/ICMRDELHI/status/1302095137435086848?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/2154","https://t.me/Covid19india_Auxiliary_Test_Data/2152","04/09/2020","8.61%","","","35816","","","24851694","47738491","05/09/2020 09:00:00"
"46484","642","34354","27 July ","1482504","33469","952990","","","","","","","","","","","","","437621","","","1092654","http://twitter.com/ICMRDELHI/status/1302441910481559552","https://t.me/Covid19india_Auxiliary_Test_Data/2181","https://t.me/Covid19india_Auxiliary_Test_Data/2179","05/09/2020","8.61%","","","36635","","","25289315","48831145","06/09/2020 09:00:00"
"49631","774","35683","28 July ","1532135","34243","988673","","","","","","","","","","","","","258804","","","720362","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_07Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2204","https://t.me/Covid19india_Auxiliary_Test_Data/2208","06/09/2020","8.61%","","","37176","","","25548119","49551507","07/09/2020 09:00:00"
"52479","775","32886","29 July ","1584614","35018","1021559","","","","","","","","","","","","","467276","","","1098621","http://twitter.com/ICMRDELHI/status/1303170261689094144","https://t.me/Covid19india_Auxiliary_Test_Data/2234","https://t.me/Covid19india_Auxiliary_Test_Data/2232","07/09/2020","8.63%","","","38000","","","26015395","50650128","08/09/2020 09:00:00"
"54968","784","37425","30 July ","1639582","35802","1058984","","","","","","","","","","","","","487554","","","1154549","https://twitter.com/ICMRDELHI/status/1303528964766408704?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/2253","https://t.me/Covid19india_Auxiliary_Test_Data/2250","08/09/2020","8.62%","","","38866","","","26502949","51804677","09/09/2020 09:00:00"
"57486","764","36554","31 July ","1697068","36566","1095538","","","","","","","","","","","","","480433","","","1129756","http://twitter.com/ICMRDELHI/status/1303895987639918595","https://t.me/Covid19india_Auxiliary_Test_Data/2271","https://t.me/Covid19india_Auxiliary_Test_Data/2269","09/09/2020","8.62%","","","39714","","","26983382","52934433","10/09/2020 09:00:00"
"55117","854","51368","01 August ","1752185","37420","1146906","","","","","","","","","","","","","474975","","","1163542","http://twitter.com/ICMRDELHI/status/1304256905628585984","https://t.me/Covid19india_Auxiliary_Test_Data/2293","https://t.me/Covid19india_Auxiliary_Test_Data/2294","10/09/2020","8.61%","","","40587","","","27458357","54097975","11/09/2020 09:00:00"
"52672","760","40355","02 August ","1804857","38180","1187261","","","","","","","","","","","","","473131","","","1091251","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_12Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2317","https://t.me/Covid19india_Auxiliary_Test_Data/2315","11/09/2020","8.61%","","","41405","","","27931488","55189226","12/09/2020 09:00:00"
"50488","806","43070","03 August ","1855345","38986","1230331","","","","","","","","","","","","","444887","","","1071702","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_13Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2334","https://t.me/Covid19india_Auxiliary_Test_Data/2335","12/09/2020","8.61%","","","42209","","","28376375","56260928","13/09/2020 09:00:00"
"51282","849","51220","04 August ","1906627","39835","1281551","","","","","","","","","","","","","263973","","","978500","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_14Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2357","https://t.me/Covid19india_Auxiliary_Test_Data/2355","13/09/2020","8.61%","","","42944","","","28640348","57239428","14/09/2020 09:00:00"
"56626","919","45583","05 August ","1963253","40754","1327134","","","","","","","","","","","","","485458","","","1072845","http://twitter.com/ICMRDELHI/status/1305699536300511232","https://t.me/Covid19india_Auxiliary_Test_Data/2377","https://t.me/Covid19india_Auxiliary_Test_Data/2375","14/09/2020","8.61%","","","43748","","","29125806","58312273","15/09/2020 09:00:00"
